categoria,subcategoria,tipo,nombre,precio,url,tienda
arcillas,arcillas-baja-temperatura,no tiene,Arcilla blanca 5 Kg. SIO2,"4,72€",https://www.marphil.com/producto/arcilla-blanca-5-kg-sio2/,Marphil
arcillas,arcillas-baja-temperatura,no tiene,Arcilla Roja Escolar 1.5 Kg.,"1,77€",https://www.marphil.com/producto/arcilla-roja-escolar-pf-1-5-kg/,Marphil
arcillas,arcillas-baja-temperatura,no tiene,Arcilla Blanca EUROPA en POLVO,"10,71€ – 39,26€",https://www.marphil.com/producto/arcilla-blanca-en-polvo-europa/,Marphil
arcillas,arcillas-baja-temperatura,no tiene,Arcilla Roja en POLVO,"19,17€",https://www.marphil.com/producto/arcilla-roja-polvo-sio2-saco-de-25kg/,Marphil
arcillas,arcillas-baja-temperatura,no tiene,Arcilla Blanca M5/8 12.5 kg,"9,92€",https://www.marphil.com/producto/arcilla-blanca-montesa-m58/,Marphil
arcillas,arcillas-baja-temperatura,no tiene,Arcilla Blanca PA 12.5 kg,"9,26€",https://www.marphil.com/producto/pa-arcilla-blanca/,Marphil
arcillas,arcillas-baja-temperatura,no tiene,Arcilla Blanca PA-CH 12.5 kg,"10,91€",https://www.marphil.com/producto/pa-ch-fina-arcilla-blanca-chamotada/,Marphil
arcillas,arcillas-baja-temperatura,no tiene,Arcilla Roja Tradicional PF 12.5 Kg,"5,95€",https://www.marphil.com/producto/pasta-roja-tradicional-pf/,Marphil
arcillas,arcillas-baja-temperatura,no tiene,Arcilla Roja Chamotada PF CH-F 12.5 kg,"7,45€",https://www.marphil.com/producto/pasta-roja-chamotada-pf-ch-f/,Marphil
arcillas,arcillas-baja-temperatura,no tiene,Arcilla Roja Chamotada PF CH-M 12.5 kg,"7,16€",https://www.marphil.com/producto/pasta-roja-chamotada-pf-ch-m/,Marphil
arcillas,arcillas-baja-temperatura,no tiene,Arcilla Negra PM Manganeso 12.5 kg,"11,00€",https://www.marphil.com/producto/arcilla-negra-pm/,Marphil
arcillas,arcillas-baja-temperatura,no tiene,Arcilla Terracota Chamotada PT CH-F 12.5 kg,"7,83€",https://www.marphil.com/producto/pasta-terracota-chamotada-pt-ch-f/,Marphil
arcillas,arcillas-baja-temperatura,no tiene,Arcilla Azul PLA 5 kg,"17,81€",https://www.marphil.com/producto/arcilla-azul-pla/,Marphil
arcillas,arcillas-baja-temperatura,no tiene,Arcilla Verde PLV 5 kg,"14,87€",https://www.marphil.com/producto/arcilla-verde-plv/,Marphil
arcillas,arcillas-baja-temperatura,no tiene,Arcilla Roja Apache 12.5 kg,"12,69€",https://www.marphil.com/producto/arcilla-apache/,Marphil
arcillas,arcillas-alta-temperatura,arcilla-refractaria,Arcilla Refractaria Zamora (PRAI) *5Kg,"6,38€",https://www.marphil.com/producto/arcilla-refractaria-zamora-5-kg-prai/,Marphil
arcillas,arcillas-alta-temperatura,arcilla-refractaria,Arcilla refractaria Granada (PRAF) *5Kg,"6,38€",https://www.marphil.com/producto/arcilla-refractaria-granada-praf/,Marphil
arcillas,arcillas-alta-temperatura,arcilla-refractaria,Arcilla Refractaria Teide (PRLF) *5Kg,"6,12€",https://www.marphil.com/producto/arcilla-refractaria-teide-prlf/,Marphil
arcillas,arcillas-alta-temperatura,arcilla-refractaria,Arcilla Refractaria Lanzarote (PRNF) *5Kg,"6,90€",https://www.marphil.com/producto/arcilla-refractaria-lanzarote-prnf/,Marphil
arcillas,arcillas-alta-temperatura,arcilla-refractaria,Refractario Albino Impalpable PRAI 12.5 kg,"14,50€",https://www.marphil.com/producto/refractario-albino-impalpable-prai/,Marphil
arcillas,arcillas-alta-temperatura,arcilla-refractaria,Refractario Albino Fino PRAF 12.5 kg,"14,50€",https://www.marphil.com/producto/refractario-albino-fino-praf/,Marphil
arcillas,arcillas-alta-temperatura,arcilla-refractaria,Refractario Albino Medio PRAM 12.5 kg,"14,79€",https://www.marphil.com/producto/refractario-albino-medio-pram/,Marphil
arcillas,arcillas-alta-temperatura,arcilla-refractaria,Refractario Toffee impalpable,"14,98€",https://www.marphil.com/producto/refractario-toffee-impalpable/,Marphil
arcillas,arcillas-alta-temperatura,arcilla-refractaria,Refractario Impalpable PRGI 12.5 kg,"13,42€",https://www.marphil.com/producto/refractario-gris-impalpable-prgi/,Marphil
arcillas,arcillas-alta-temperatura,arcilla-refractaria,Refractario Fino PRGF 12.5 kg,"13,42€",https://www.marphil.com/producto/refractario-gris-fino-prgf/,Marphil
arcillas,arcillas-alta-temperatura,arcilla-refractaria,Refractario Medio PRGM 12.5 kg,"13,42€ 11,62€",https://www.marphil.com/producto/refractario-gris-medio-prgm/,Marphil
arcillas,arcillas-alta-temperatura,arcilla-refractaria,Berlín Gris Chamota Impalpable 12.5 KG,"16,69€",https://www.marphil.com/producto/berlin-gris-chamota-impalpable-12-5-kg/,Marphil
arcillas,arcillas-alta-temperatura,arcilla-refractaria,Zumaia Gris CH-Fina 12.5 kg,"16,07€",https://www.marphil.com/producto/productorefractario-zumaia-color-gris/,Marphil
arcillas,arcillas-alta-temperatura,arcilla-refractaria,Barcino Gris CH-Media 12.5 Kg.,"16,07€",https://www.marphil.com/producto/barcino-refractario-gris-12-5-kg/,Marphil
arcillas,arcillas-alta-temperatura,arcilla-refractaria,Refractario Negro Impalpable PRNI 12.5 kg,"15,08€ 11,62€",https://www.marphil.com/producto/refractario-negro-impalpable-prni/,Marphil
arcillas,arcillas-alta-temperatura,arcilla-refractaria,Refractario Negro Fino PRNF 12.5 kg,"15,08€",https://www.marphil.com/producto/refractario-negro-fino-prnf/,Marphil
arcillas,arcillas-alta-temperatura,arcilla-refractaria,Refractario Negro Medio PRNM 12.5 kg,"14,44€",https://www.marphil.com/producto/refractario-negro-medio-prnm/,Marphil
arcillas,arcillas-alta-temperatura,arcilla-refractaria,Refractario Negro Grueso PRNG 12.5 kg,"15,04€",https://www.marphil.com/producto/refractario-negro-grueso-prn/,Marphil
arcillas,arcillas-alta-temperatura,arcilla-refractaria,Refractario Lila Fino PRLF 12.5 kg,"13,33€",https://www.marphil.com/producto/refractario-lila-fino-prlf/,Marphil
arcillas,arcillas-alta-temperatura,arcilla-refractaria,Refractario Lila Medio PRLM 12.5 kg,"13,33€",https://www.marphil.com/producto/refractario-lila-medio-prlm/,Marphil
arcillas,arcillas-alta-temperatura,arcillas-gres,"Gres moteado Luna 12,5 Kg","17,40€",https://www.marphil.com/producto/gres-moteado-luna-125-kg/,Marphil
arcillas,arcillas-alta-temperatura,arcillas-gres,Gres con Chamota negra WM 3020 FS 10 Kg.,"17,84€",https://www.marphil.com/producto/gres-con-chamota-negra-wm-3020-fs-10-kg/,Marphil
arcillas,arcillas-alta-temperatura,arcillas-gres,Art-13 Gres POLVO bolsa 5 Kg,"10,53€",https://www.marphil.com/producto/art-13-gres-polvo-bolsa-5-kg/,Marphil
arcillas,arcillas-alta-temperatura,arcillas-gres,Art-13 Gres POLVO Saco 25 Kg,"40,68€",https://www.marphil.com/producto/art-13-gres-polvo-saco-25-kg/,Marphil
arcillas,arcillas-alta-temperatura,arcillas-gres,130 Gres Blanco sin chamota 12.5 kg,"11,83€",https://www.marphil.com/producto/130-gres-blanco-vicar-sin-ch-mp/,Marphil
arcillas,arcillas-alta-temperatura,arcillas-gres,130 CH-F Gres Blanco 12.5 kg,"13,76€",https://www.marphil.com/producto/130-ch-f-gres-vicar-blanco-mp/,Marphil
arcillas,arcillas-alta-temperatura,arcillas-gres,Gres Fino Blanco BT 10 kg,"10,42€",https://www.marphil.com/producto/gres-bt-torno/,Marphil
arcillas,arcillas-alta-temperatura,arcillas-gres,Gres con Fibra de Papel PCLI PaperClay 12.5 KG,"17,51€",https://www.marphil.com/producto/pcli-paperclay/,Marphil
arcillas,arcillas-alta-temperatura,arcillas-gres,Gres Blanco PGV 1150ºC 12.5 kg,"13,98€",https://www.marphil.com/producto/pgv-gres-culinario/,Marphil
arcillas,arcillas-alta-temperatura,arcillas-gres,Gres Crema WM-2502 10 kg,"16,72€",https://www.marphil.com/producto/gres-crema-wm-2502/,Marphil
arcillas,arcillas-alta-temperatura,arcillas-gres,Gres Moteado WMS-2502 10 kg,"16,72€",https://www.marphil.com/producto/gres-crema-moteado-wms-2502/,Marphil
arcillas,arcillas-alta-temperatura,arcillas-gres,"Gres NT impalpable 12,5 kg.","14,52€",https://www.marphil.com/producto/gres-nt/,Marphil
arcillas,arcillas-alta-temperatura,arcillas-gres,Gres Rojo NT-R fino/Impalpable 12.5 kg,"15,68€",https://www.marphil.com/producto/gres-nt-rojo/,Marphil
arcillas,arcillas-alta-temperatura,arcillas-gres,Gres CT Chamota Fina 12.5 kg,"11,80€",https://www.marphil.com/producto/gres-ct/,Marphil
arcillas,arcillas-alta-temperatura,porcelana,Porcelana LAGOON Verde 5 Kg.,"19,77€",https://www.marphil.com/producto/porcelana-lagoon-verde-5-kg/,Marphil
arcillas,arcillas-alta-temperatura,porcelana,Porcelana KPCL PT010B 20 Kg,"67,16€",https://www.marphil.com/producto/porcelana-kpcl-pt010b-20-kg/,Marphil
arcillas,arcillas-alta-temperatura,porcelana,Porcelana POLVO Blanca SA,"15,43€ – 48,96€",https://www.marphil.com/producto/porcelana-polvo-blanca-sa/,Marphil
arcillas,arcillas-alta-temperatura,porcelana,Porcelana ANETO blanca 5kg.,"13,79€",https://www.marphil.com/producto/porcelana-blanca-aneto/,Marphil
arcillas,arcillas-alta-temperatura,porcelana,Porcelana LOTUS extra blanca 5kg.,"20,67€",https://www.marphil.com/producto/porcelana-blanca-lotus-imperial/,Marphil
arcillas,arcillas-alta-temperatura,porcelana,Porcelana JADE traslúcida 5kg.,"28,30€",https://www.marphil.com/producto/porcelana-blanca-jade-imperial/,Marphil
arcillas,arcillas-alta-temperatura,porcelana,Porcelana UPSALA azul 5kg.,"20,75€",https://www.marphil.com/producto/porcelana-azul-upsala/,Marphil
arcillas,arcillas-alta-temperatura,porcelana,Porcelana BLACK ICE negra 5kg.,"18,17€",https://www.marphil.com/producto/porcelana-negra-black-ice/,Marphil
arcillas,arcillas-alta-temperatura,porcelana,Porcelana ALETSCH con chamota 5kg.,"19,31€",https://www.marphil.com/producto/aletsch-porcelana-con-chamota-moloquita/,Marphil
arcillas,arcillas-alta-temperatura,porcelana,Porcelana CELLULAIN con Fibra de Papel 5kg,"18,80€",https://www.marphil.com/producto/cellulain-porcelana-con-fibra-de-papel/,Marphil
arcillas,arcillas-alta-temperatura,porcelana,Porcelana SAF blanca 10Kg.,"13,04€",https://www.marphil.com/producto/porcelana-blanca-saf-2/,Marphil
arcillas,secado-al-aire,no tiene,Kit de cerámica SIO-2 POTTERY KIT,"29,61€",https://www.marphil.com/producto/kit-de-ceramica-sio-2-pottery-kit/,Marphil
arcillas,secado-al-aire,no tiene,Arcilla Plus Gris 1 Kg.,"4,49€",https://www.marphil.com/producto/arcilla-plus-gris-1-kg/,Marphil
arcillas,secado-al-aire,no tiene,Arcilla Plus Negro 1 Kg.,"4,49€",https://www.marphil.com/producto/arcilla-plus-negro-1-kg/,Marphil
arcillas,secado-al-aire,no tiene,Pasta Sin Cocción PLUS 1.5 Kg,"5,26€",https://www.marphil.com/producto/pasta-sin-coccion-plus-1-5-kg/,Marphil
arcillas,secado-al-aire,no tiene,Arcilla Plus EXTRA BLANCO 5 Kg.,"20,06€",https://www.marphil.com/producto/arcilla-plus-extra-blanco-5-kg/,Marphil
arcillas,secado-al-aire,no tiene,Plus Terracota 5 Kg,"16,48€",https://www.marphil.com/producto/plus-terracota-5-kg/,Marphil
arcillas,secado-al-aire,no tiene,Pasta Sin Cocción PLUS BLANCO 10 KG,"27,60€",https://www.marphil.com/producto/pasta-plus-blanco-10-kg/,Marphil
arcillas,secado-al-aire,no tiene,Pasta Sin Cocción PLUS TERRACOTA 10 KG,"27,60€",https://www.marphil.com/producto/plus-terracota-10-kg/,Marphil
arcillas,secado-al-aire,no tiene,Arcilla líquida para moldes Flumo SIO2,"15,49€ – 40,74€",https://www.marphil.com/producto/arcilla-liquida-para-moldes-flumo-sio2/,Marphil
arcillas,secado-al-aire,no tiene,Acrílico Sio-2 250ml. blanco,"5,80€",https://www.marphil.com/producto/acrilico-sio2-250-ml-verde-copia/,Marphil
arcillas,secado-al-aire,no tiene,Acrílico Sio-2 250 ml. naranja,"5,80€",https://www.marphil.com/producto/acrilico-sio-2-250-ml-naranja/,Marphil
arcillas,secado-al-aire,no tiene,Acrílico Sio-2 250 ml. amarillo,"5,80€",https://www.marphil.com/producto/acrilico-sio-2-250-ml-amarillo/,Marphil
arcillas,secado-al-aire,no tiene,Acrílico Sio-2 250 ml. carne,"5,80€",https://www.marphil.com/producto/acrilico-sio-2-250-ml-carne/,Marphil
arcillas,secado-al-aire,no tiene,Acrílico Sio-2 250ml. magenta,"5,80€",https://www.marphil.com/producto/acrilico-sio2-250-ml-magenta/,Marphil
arcillas,secado-al-aire,no tiene,Acrílico Sio-2 250ml. rojo,"5,80€",https://www.marphil.com/producto/acrilico-sio2-250-ml-rojo/,Marphil
arcillas,secado-al-aire,no tiene,Acrílico Sio-2 250ml. verde,"5,80€",https://www.marphil.com/producto/acrilico-sio2-250-ml-verde/,Marphil
arcillas,secado-al-aire,no tiene,Acrílico Sio-2 250ml. cyan,"5,80€",https://www.marphil.com/producto/acrilico-sio2-250-ml-cyan/,Marphil
arcillas,secado-al-aire,no tiene,Acrílico Sio-2 250ml. ultramar,"5,80€",https://www.marphil.com/producto/acrilico-sio2-250-ml-ultramar/,Marphil
arcillas,secado-al-aire,no tiene,Acrílico Sio-2 250ml. violeta,"5,80€",https://www.marphil.com/producto/acrilico-sio2-250-ml-violeta/,Marphil
arcillas,secado-al-aire,no tiene,Acrílico Sio-2 250ml. marrón,"5,80€",https://www.marphil.com/producto/acrilico-sio2-250-ml-marron/,Marphil
arcillas,secado-al-aire,no tiene,Acrílico Sio-2 250ml. negro,"5,80€",https://www.marphil.com/producto/acrilico-sio2-250-ml-carne-copia/,Marphil
arcillas,tecniclay,no tiene,TECNICLAY Picas Azules 1 Kg.,"8,08€",https://www.marphil.com/producto/tecniclay-1kg-picas-azules/,Marphil
arcillas,tecniclay,no tiene,TECNICLAY Blanca 1-5 Kg,"4,62€ – 18,32€",https://www.marphil.com/producto/tecniclay-blanca-1-5-kg/,Marphil
arcillas,tecniclay,no tiene,TECNICLAY Amarilla 1 Kg.,"8,08€",https://www.marphil.com/producto/tecniclay-1-kg-amarill/,Marphil
arcillas,tecniclay,no tiene,TECNICLAY Roja 1 Kg.,"9,66€",https://www.marphil.com/producto/tecniclay-1-kg-roja/,Marphil
arcillas,tecniclay,no tiene,TECNICLAY Turquesa 1 Kg.,"8,08€",https://www.marphil.com/producto/tecniclay-1-kg-turquesa/,Marphil
arcillas,tecniclay,no tiene,TECNICLAY Azul Cobalto1 Kg.,"9,66€",https://www.marphil.com/producto/tecniclay-1-kg-cobalto/,Marphil
arcillas,tecniclay,no tiene,TECNICLAY Verde 1 Kg.,"8,08€",https://www.marphil.com/producto/tecniclay-1-kg-verde-cromo/,Marphil
arcillas,tecniclay,no tiene,TECNICLAY Negra 1 Kg.,"8,08€",https://www.marphil.com/producto/tecniclay-negra-1-kg/,Marphil
arcillas,arcillas-alta-temperatura,arcilla-refractaria,Arcilla Refractaria Zamora (PRAI) *5Kg,"6,38€",https://www.marphil.com/producto/arcilla-refractaria-zamora-5-kg-prai/,Marphil
arcillas,arcillas-alta-temperatura,arcilla-refractaria,Arcilla refractaria Granada (PRAF) *5Kg,"6,38€",https://www.marphil.com/producto/arcilla-refractaria-granada-praf/,Marphil
arcillas,arcillas-alta-temperatura,arcilla-refractaria,Arcilla Refractaria Teide (PRLF) *5Kg,"6,12€",https://www.marphil.com/producto/arcilla-refractaria-teide-prlf/,Marphil
arcillas,arcillas-alta-temperatura,arcilla-refractaria,Arcilla Refractaria Lanzarote (PRNF) *5Kg,"6,90€",https://www.marphil.com/producto/arcilla-refractaria-lanzarote-prnf/,Marphil
arcillas,arcillas-alta-temperatura,arcilla-refractaria,Refractario Albino Impalpable PRAI 12.5 kg,"14,50€",https://www.marphil.com/producto/refractario-albino-impalpable-prai/,Marphil
arcillas,arcillas-alta-temperatura,arcilla-refractaria,Refractario Albino Fino PRAF 12.5 kg,"14,50€",https://www.marphil.com/producto/refractario-albino-fino-praf/,Marphil
arcillas,arcillas-alta-temperatura,arcilla-refractaria,Refractario Albino Medio PRAM 12.5 kg,"14,79€",https://www.marphil.com/producto/refractario-albino-medio-pram/,Marphil
arcillas,arcillas-alta-temperatura,arcilla-refractaria,Refractario Toffee impalpable,"14,98€",https://www.marphil.com/producto/refractario-toffee-impalpable/,Marphil
arcillas,arcillas-alta-temperatura,arcilla-refractaria,Refractario Impalpable PRGI 12.5 kg,"13,42€",https://www.marphil.com/producto/refractario-gris-impalpable-prgi/,Marphil
arcillas,arcillas-alta-temperatura,arcilla-refractaria,Refractario Fino PRGF 12.5 kg,"13,42€",https://www.marphil.com/producto/refractario-gris-fino-prgf/,Marphil
arcillas,arcillas-alta-temperatura,arcilla-refractaria,Refractario Medio PRGM 12.5 kg,"13,42€ 11,62€",https://www.marphil.com/producto/refractario-gris-medio-prgm/,Marphil
arcillas,arcillas-alta-temperatura,arcilla-refractaria,Berlín Gris Chamota Impalpable 12.5 KG,"16,69€",https://www.marphil.com/producto/berlin-gris-chamota-impalpable-12-5-kg/,Marphil
arcillas,arcillas-alta-temperatura,arcilla-refractaria,Zumaia Gris CH-Fina 12.5 kg,"16,07€",https://www.marphil.com/producto/productorefractario-zumaia-color-gris/,Marphil
arcillas,arcillas-alta-temperatura,arcilla-refractaria,Barcino Gris CH-Media 12.5 Kg.,"16,07€",https://www.marphil.com/producto/barcino-refractario-gris-12-5-kg/,Marphil
arcillas,arcillas-alta-temperatura,arcilla-refractaria,Refractario Negro Impalpable PRNI 12.5 kg,"15,08€ 11,62€",https://www.marphil.com/producto/refractario-negro-impalpable-prni/,Marphil
arcillas,arcillas-alta-temperatura,arcilla-refractaria,Refractario Negro Fino PRNF 12.5 kg,"15,08€",https://www.marphil.com/producto/refractario-negro-fino-prnf/,Marphil
arcillas,arcillas-alta-temperatura,arcilla-refractaria,Refractario Negro Medio PRNM 12.5 kg,"14,44€",https://www.marphil.com/producto/refractario-negro-medio-prnm/,Marphil
arcillas,arcillas-alta-temperatura,arcilla-refractaria,Refractario Negro Grueso PRNG 12.5 kg,"15,04€",https://www.marphil.com/producto/refractario-negro-grueso-prn/,Marphil
arcillas,arcillas-alta-temperatura,arcilla-refractaria,Refractario Lila Fino PRLF 12.5 kg,"13,33€",https://www.marphil.com/producto/refractario-lila-fino-prlf/,Marphil
arcillas,arcillas-alta-temperatura,arcilla-refractaria,Refractario Lila Medio PRLM 12.5 kg,"13,33€",https://www.marphil.com/producto/refractario-lila-medio-prlm/,Marphil
arcillas,arcillas-alta-temperatura,arcillas-gres,"Gres moteado Luna 12,5 Kg","17,40€",https://www.marphil.com/producto/gres-moteado-luna-125-kg/,Marphil
arcillas,arcillas-alta-temperatura,arcillas-gres,Gres con Chamota negra WM 3020 FS 10 Kg.,"17,84€",https://www.marphil.com/producto/gres-con-chamota-negra-wm-3020-fs-10-kg/,Marphil
arcillas,arcillas-alta-temperatura,arcillas-gres,Art-13 Gres POLVO bolsa 5 Kg,"10,53€",https://www.marphil.com/producto/art-13-gres-polvo-bolsa-5-kg/,Marphil
arcillas,arcillas-alta-temperatura,arcillas-gres,Art-13 Gres POLVO Saco 25 Kg,"40,68€",https://www.marphil.com/producto/art-13-gres-polvo-saco-25-kg/,Marphil
arcillas,arcillas-alta-temperatura,arcillas-gres,130 Gres Blanco sin chamota 12.5 kg,"11,83€",https://www.marphil.com/producto/130-gres-blanco-vicar-sin-ch-mp/,Marphil
arcillas,arcillas-alta-temperatura,arcillas-gres,130 CH-F Gres Blanco 12.5 kg,"13,76€",https://www.marphil.com/producto/130-ch-f-gres-vicar-blanco-mp/,Marphil
arcillas,arcillas-alta-temperatura,arcillas-gres,Gres Fino Blanco BT 10 kg,"10,42€",https://www.marphil.com/producto/gres-bt-torno/,Marphil
arcillas,arcillas-alta-temperatura,arcillas-gres,Gres con Fibra de Papel PCLI PaperClay 12.5 KG,"17,51€",https://www.marphil.com/producto/pcli-paperclay/,Marphil
arcillas,arcillas-alta-temperatura,arcillas-gres,Gres Blanco PGV 1150ºC 12.5 kg,"13,98€",https://www.marphil.com/producto/pgv-gres-culinario/,Marphil
arcillas,arcillas-alta-temperatura,arcillas-gres,Gres Crema WM-2502 10 kg,"16,72€",https://www.marphil.com/producto/gres-crema-wm-2502/,Marphil
arcillas,arcillas-alta-temperatura,arcillas-gres,Gres Moteado WMS-2502 10 kg,"16,72€",https://www.marphil.com/producto/gres-crema-moteado-wms-2502/,Marphil
arcillas,arcillas-alta-temperatura,arcillas-gres,"Gres NT impalpable 12,5 kg.","14,52€",https://www.marphil.com/producto/gres-nt/,Marphil
arcillas,arcillas-alta-temperatura,arcillas-gres,Gres Rojo NT-R fino/Impalpable 12.5 kg,"15,68€",https://www.marphil.com/producto/gres-nt-rojo/,Marphil
arcillas,arcillas-alta-temperatura,arcillas-gres,Gres CT Chamota Fina 12.5 kg,"11,80€",https://www.marphil.com/producto/gres-ct/,Marphil
arcillas,arcillas-alta-temperatura,porcelana,Porcelana LAGOON Verde 5 Kg.,"19,77€",https://www.marphil.com/producto/porcelana-lagoon-verde-5-kg/,Marphil
arcillas,arcillas-alta-temperatura,porcelana,Porcelana KPCL PT010B 20 Kg,"67,16€",https://www.marphil.com/producto/porcelana-kpcl-pt010b-20-kg/,Marphil
arcillas,arcillas-alta-temperatura,porcelana,Porcelana POLVO Blanca SA,"15,43€ – 48,96€",https://www.marphil.com/producto/porcelana-polvo-blanca-sa/,Marphil
arcillas,arcillas-alta-temperatura,porcelana,Porcelana ANETO blanca 5kg.,"13,79€",https://www.marphil.com/producto/porcelana-blanca-aneto/,Marphil
arcillas,arcillas-alta-temperatura,porcelana,Porcelana LOTUS extra blanca 5kg.,"20,67€",https://www.marphil.com/producto/porcelana-blanca-lotus-imperial/,Marphil
arcillas,arcillas-alta-temperatura,porcelana,Porcelana JADE traslúcida 5kg.,"28,30€",https://www.marphil.com/producto/porcelana-blanca-jade-imperial/,Marphil
arcillas,arcillas-alta-temperatura,porcelana,Porcelana UPSALA azul 5kg.,"20,75€",https://www.marphil.com/producto/porcelana-azul-upsala/,Marphil
arcillas,arcillas-alta-temperatura,porcelana,Porcelana BLACK ICE negra 5kg.,"18,17€",https://www.marphil.com/producto/porcelana-negra-black-ice/,Marphil
arcillas,arcillas-alta-temperatura,porcelana,Porcelana ALETSCH con chamota 5kg.,"19,31€",https://www.marphil.com/producto/aletsch-porcelana-con-chamota-moloquita/,Marphil
arcillas,arcillas-alta-temperatura,porcelana,Porcelana CELLULAIN con Fibra de Papel 5kg,"18,80€",https://www.marphil.com/producto/cellulain-porcelana-con-fibra-de-papel/,Marphil
arcillas,arcillas-alta-temperatura,porcelana,Porcelana SAF blanca 10Kg.,"13,04€",https://www.marphil.com/producto/porcelana-blanca-saf-2/,Marphil
colores,cristales,cristal-granulado,Cristal Granulado AMATISTA,"6,05€",https://www.marphil.com/producto/cristal-amatista-gg15/,Marphil
colores,cristales,cristal-granulado,Cristal Granulado AMARILLO,"6,05€",https://www.marphil.com/producto/cristal-granulado-amarillo-gg18/,Marphil
colores,cristales,cristal-granulado,Cristal Granulado COÑAC,"6,05€",https://www.marphil.com/producto/cristal-conac-gg12/,Marphil
colores,cristales,cristal-granulado,Cristal Granulado TRANSPARENTE,"6,05€",https://www.marphil.com/producto/cristal-granulado-cristal-gg17/,Marphil
colores,cristales,cristal-granulado,Cristal Granulado GRIS,"6,05€",https://www.marphil.com/producto/cristal-humo-gg08/,Marphil
colores,cristales,cristal-granulado,Cristal Granulado NARANJA,"6,05€",https://www.marphil.com/producto/cristal-naranja-gg10/,Marphil
colores,cristales,cristal-granulado,Cristal Granulado ROJO,"6,05€",https://www.marphil.com/producto/cristal-rojoclaro-gg09/,Marphil
colores,cristales,cristal-granulado,Cristal Granulado VERDE OSCURO,"6,17€",https://www.marphil.com/producto/cristal-verde-oscuro-gg07/,Marphil
colores,cristales,cristal-granulado,Cristal Granulado AZUL CLARO,"6,05€",https://www.marphil.com/producto/cristal-azul-claro-gg01/,Marphil
colores,engobes,serie-cc-980oc-engobes-polvo,ENSP-00 Engobe blanco 1 Kg,"7,57€",https://www.marphil.com/producto/ensp-00-engobe-blanco-1-kg-polvo/,Marphil
colores,engobes,serie-cc-980oc-engobes-polvo,ENSP-02 Engobe amarillo 1 Kg,"11,98€",https://www.marphil.com/producto/ensp-02-engobe-amarillo-polvo/,Marphil
colores,engobes,serie-cc-980oc-engobes-polvo,ENSP-05 Engobe naranja 1 Kg,"22,49€",https://www.marphil.com/producto/ensp-05-engobe-naranja-polvo/,Marphil
colores,engobes,serie-cc-980oc-engobes-polvo,ENSP-23 Engobe rosa 1 Kg,"10,47€",https://www.marphil.com/producto/ensp-23-engobe-rosa-polvo/,Marphil
colores,engobes,serie-cc-980oc-engobes-polvo,ENSP-24 Engobe rojo 1 Kg,"29,98€",https://www.marphil.com/producto/engobe-ensp-24-rojo-tomate-1-kg-polvo/,Marphil
colores,engobes,serie-cc-980oc-engobes-polvo,ENSP-07 Engobe morado 1 Kg,"26,98€",https://www.marphil.com/producto/ensp-07-engobe-morado-polvo/,Marphil
colores,engobes,serie-cc-980oc-engobes-polvo,ENSP-11 Engobe turquesa 1 Kg,"9,83€",https://www.marphil.com/producto/ensp-11-engobe-turquesa-polvo/,Marphil
colores,engobes,serie-cc-980oc-engobes-polvo,ENSP-17 Engobe cobalto 1 Kg,"23,66€",https://www.marphil.com/producto/ensp-17-engobe-cobalto-polvo/,Marphil
colores,engobes,serie-cc-980oc-engobes-polvo,ENSP-27 Engobe lima 1 Kg,"10,95€",https://www.marphil.com/producto/ensp-27-engobe-lima-polvo/,Marphil
colores,engobes,serie-cc-980oc-engobes-polvo,ENSP-8 Engobe verde cromo 1 Kg,"10,50€",https://www.marphil.com/producto/ensp-8-engobe-verde-cromo-polvo/,Marphil
colores,engobes,serie-cc-980oc-engobes-polvo,ENSP-16 Engobe caldera 1 Kg,"9,52€",https://www.marphil.com/producto/engobe-ensp-16-caldera-1-kg-polvo/,Marphil
colores,engobes,serie-cc-980oc-engobes-polvo,ENSP-15 Engobe marrón 1 Kg,"9,98€",https://www.marphil.com/producto/engobe-ensp-15-marron-1-kg-polvo/,Marphil
colores,engobes,serie-cc-980oc-engobes-polvo,ENSP-03 Engobe negro 1 Kg,"15,66€",https://www.marphil.com/producto/ensp-03-engobe-negro-polvo/,Marphil
colores,engobes,engobes-easp-1250oc,Engobe polvo EASP-01 Blanco,"7,48€",https://www.marphil.com/producto/engobe-polvo-easp-01-blanco-2/,Marphil
colores,engobes,engobes-easp-1250oc,Engobe polvo EASP-02 amarillo,"19,34€",https://www.marphil.com/producto/easp-02-1250oc-amarillo-1-kg-polvo/,Marphil
colores,engobes,engobes-easp-1250oc,Engobe polvo EASP-03 yema,"22,68€",https://www.marphil.com/producto/easp-03-1250oc-yema-1-kg-polvo/,Marphil
colores,engobes,engobes-easp-1250oc,Engobe polvo EASP-05 salmón,"9,95€",https://www.marphil.com/producto/engobe-polvo-easp-05-salmon/,Marphil
colores,engobes,engobes-easp-1250oc,Engobe polvo EASP-06 rojo,"24,88€",https://www.marphil.com/producto/engobe-polvo-easp-06-rojo/,Marphil
colores,engobes,engobes-easp-1250oc,Engobe polvo EASP-09 verde victoria,"9,79€",https://www.marphil.com/producto/engobe-polvo-easp-09-verde-victoria/,Marphil
